name,ARI,AMI,FMI,RI
S10_scGNN_logcpm_PEalpha0.3_zdim3.png,0.542276756,0.541727556,0.703872572,0.791088408
S10_scGNN_logcpm_PEalpha1.0_zdim128.png,0.850555888,0.745722745,0.907599447,0.929698099
S10_scGNN_logcpm_PEalpha1.0_zdim32.png,0.829344383,0.72051837,0.894083895,0.920006523
S10_scGNN_logcpm_PEalpha1.5_zdim3.png,0.55496032,0.550503963,0.712729736,0.79659079
S10_scGNN_logcpm_PEalpha0.1_zdim3.png,0.846983631,0.745413983,0.905468204,0.927927252
